"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11hq1","s11hq2a","s11hq2b","s11hq3","s11hq4","s11hq5a","s11hq5b","s11hq6","s11hq7a","s11hq7b","s11hq8","s11hq9","s11hq9b","s11hq10","s11hq11","s11hq12a","s11hq12b","s11hq13","s11hq14a","s11hq14b","s11hq15","s11hq16","s11hq16b","s11hq17a","s11hq17b","s11hq18a","s11hq18b","s11hq19a","s11hq19b","s11hq20a","s11hq20b","s11hq20c","s11hq21","s11hq21b","s11hq22","s11hq23","s11hq23b","s11hq24a","s11hq24b","s11hq25a","s11hq25b","s11hq25c","s11hq26a","s11hq26b","s11hq26c","tracked_obs"
4,1,107,2,1044,10067,2,3,"PUMKIN",2190,1,32,61,5000,"N2",32,61,5000,2,,300,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10067,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10067,3,2,"MAIZE",1080,1,30,25,3500,"N2",30,25,3500,2,,300,4,,2,,,,,,,,,,,,,,,,,,,,,1,3,,1,25,2,4,,3,1,,0
4,1,107,2,1044,10067,3,3,"PUMKIN",2190,1,30,61,5000,"N2",30,61,5000,2,,300,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10067,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10068,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10068,1,2,"MAIZE",1080,1,15,26,5000,"N2",15,26,5000,2,,300,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10068,1,3,"UGU",2193,1,10,61,3000,"N2",10,61,3000,2,,300,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10068,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10068,2,2,"MAIZE",1080,1,12,26,4000,"N2",12,26,4000,2,,300,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10068,2,3,"UGU",2193,1,10,61,3000,"N2",10,61,3000,2,,300,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10069,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10069,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10069,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10069,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10069,4,2,"MAIZE",1080,1,6,25,3000,"N4",6,25,3000,1,9,,1,,2,,,,,,,,,,50,25,,,,,,,,,,1,1,,3,25,2,,,3,1,,0
4,1,107,2,1044,10069,4,3,"PUMKIN",2190,1,5,31,1000,"N4",5,31,1000,1,9,,1,,2,,,,,,,,,,50,31,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10069,4,4,"PLAINTAIN",2170,1,10,42,7000,"N4",10,42,7000,1,2,,1,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10069,5,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10069,5,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,1,25,,,,,,,,,,1,1,,2,25,2,,,3,1,,0
4,1,107,2,1044,10069,5,3,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,50,31,,,,,,,,,,1,1,,1,31,2,,,3,1,,0
4,1,107,2,1044,10069,5,4,"MELON",1090,2,,,,,,,,,,,,,,,,,,,,,,,50,31,,,,,,,,,,1,1,,2,31,2,,,3,1,,0
4,1,107,2,1044,10069,5,5,"PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10070,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10070,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10070,1,3,"MAIZE",1080,1,3,22,1950,"N3",3,22,1950,2,,500,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10070,1,4,"PUMKIN",2193,1,25,62,5000,"N3",25,62,5000,2,,350,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10070,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,107,2,1044,10070,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,24,4,,,3,,,0
4,1,107,2,1044,10070,2,3,"PUMKIN",2193,1,30,62,6000,"N3",24,62,4000,2,,300,4,,1,"N3",6,62,1200,2,,200,4,,3,62,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10071,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10071,1,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10071,1,3,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10071,2,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10071,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,1,3,"OKRO",2120,1,2,31,800,"N3",2,31,800,1,,100,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,1,4,"PUMKIN",2190,1,4,61,1000,"N3",4,61,1000,1,,100,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,1,5,"PLANTAIN",2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,2,2,"MAIZE",1080,1,2,31,800,"N3",2,31,800,1,,100,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,2,3,"OKRO",2120,1,2,31,600,"N3",2,31,600,1,,100,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10073,2,4,"OIL PALM TREE",3180,1,20,91,3000,"N3",20,91,3000,1,,100,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10074,1,1,"YAM.",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10074,1,2,"MAIZE",1080,1,2,31,800,"N2",2,31,800,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,1,,1,31,2,,,1,3,,0
4,1,117,2,560,10074,1,3,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10074,1,4,"OKRO",2120,1,2,31,400,"N2",2,31,400,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,1,3,"PUMKIN",2190,1,35,22,7000,"N2",35,22,7000,1,,600,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,1,4,"MAIZE",1080,1,3,23,12000,"N2",3,23,12000,1,,1200,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,2,2,"MAIZE",1080,1,6,23,24000,"N2",6,23,24000,1,,1500,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,3,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,3,3,"MAIZE",1080,1,2,23,6500,"N2",2,23,6500,1,,200,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,3,4,"OKRO",2120,1,3,31,1500,"N2",3,31,1500,1,,200,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,4,2,"MAIZE",1080,1,2,23,5000,"N2",2,23,2500,1,,200,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,4,3,"MELON",1090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,5,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10075,5,2,"MAIZE",1080,1,3,22,5250,"N2",3,22,5250,1,,300,5,,2,,,,,,,,,,,,,,,,,,,,,1,3,,1,22,4,,,1,3,,0
4,1,117,2,560,10076,2,1,"PALM TREE",3180,1,1,92,4200,"N2",1,92,4200,1,,200,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10077,1,1,"PLANTAIN",2170,1,3,42,1950,"N2",3,42,1950,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10077,1,2,"ORANGE",3170,1,2,21,1200,"N2",2,21,1200,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10077,1,3,"COCNUT",3050,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10078,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10078,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10078,1,3,"OIL PALM TREE",3180,1,40,91,6000,"N1",40,91,6000,4,,100,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10078,1,4,"PLAINTAIN",2170,1,4,41,3500,"N1",4,41,3500,4,,100,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10078,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10078,3,2,"MAIZE",1080,1,1,31,500,"N1",1,31,500,2,,100,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10078,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10079,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10079,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10079,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10079,2,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,1,2,"COCOA NUT",3050,1,40,51,2000,"N1",40,51,2000,1,3,,1,,2,,,,,,,,,,3,51,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,2,2,"COCOA NUT",3050,1,25,51,1250,"N1",25,51,1250,1,3,,1,,2,,,,,,,,,,2,51,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,2,3,"PALM TREE ( NUT/FRUITS )",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,2,4,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,50,31,2,,,3,,,0
4,1,117,2,560,10080,2,5,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,21,2,,,3,,,0
4,1,117,2,560,10080,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,3,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,5,51,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,4,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15,51,4,,,3,,,0
4,1,117,2,560,10080,4,3,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,31,1,,,3,,,0
4,1,117,2,560,10080,5,1,"PUMKIN",2190,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,117,2,560,10080,5,2,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10081,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10081,1,2,"MAIZE",1080,1,3,22,4500,"N2",3,22,4500,1,,250,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10081,1,3,"PUMKIN",2193,1,10,62,2000,"N2",10,62,2000,1,,200,4,,2,,,,,,,,,,4,62,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10081,1,4,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10081,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10081,2,2,"MAIZE",1080,1,1,21,1500,"N2",1,21,1500,1,,200,4,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,21,4,,,1,3,,0
4,1,110,2,76,10082,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10082,1,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,2,,,,,,,,,,,0
4,1,110,2,76,10084,1,1,"MAIZE",1080,1,3,31,2000,"N2",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10084,1,2,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10084,2,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10084,2,2,"MAIZE",1080,1,3,31,2000,"N2",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10084,2,3,"PUMKIN",2193,1,3,61,1500,"N2",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10084,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10084,3,2,"PUMKIN",2193,1,3,61,1500,"N2",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10084,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10087,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10087,1,2,"PUMKIN",2190,1,2,62,100,"N3",2,62,100,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10087,1,3,"THREE LEAF YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10087,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10087,2,2,"PUMKIN",2190,1,2,62,100,"N3",2,62,100,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10087,2,3,"THREE LEAF YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10088,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10088,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10088,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10088,3,2,"PUMKIN",2190,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10088,3,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10089,1,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,10,51,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10089,1,2,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,250,51,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10089,1,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,1,31,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10089,2,1,"CASSAVA",1020,1,250,51,2000,"N2",250,51,2000,2,,,1,,2,,,,,,,,,,150,51,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10089,2,2,"COWPEA",1010,1,40,13,2000,"N2",40,13,2000,2,,,1,,2,,,,,,,,,,5,13,,,,,,,,,,1,3,,5,13,4,,,3,,,0
4,1,110,2,76,10089,3,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,10,51,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10089,3,2,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,300,51,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10089,3,3,"PUMKIN",2190,2,,,,,,,,,,,,,,,,,,,,,,,2,31,,,,,,,,,,2,,,,,,,,,,,0
4,1,110,2,76,10089,3,4,"COWPEA",1010,2,,,,,,,,,,,,,,,,,,,,,,,5,13,,,,,,,,,,1,3,,10,13,4,,,3,,,0
4,1,105,2,638,10091,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,25,51,,,,,,,,,,1,5,,30,51,4,,,1,3,,0
4,1,105,2,638,10091,1,3,"MAIZE",1080,1,6,31,3000,"N3",6,31,3000,1,2,,1,,2,,,,,,,,,,1,31,,,,,,,,,,1,2,,2,32,2,,,2,3,,0
4,1,105,2,638,10091,1,4,"PLANTAIN",2170,1,10,42,5000,"N2",10,42,5000,1,2,,1,,2,,,,,,,,,,1,42,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,1,5,"PUMKIN",2190,1,5,61,500,"N3",5,61,500,1,2,,1,,2,,,,,,,,,,1,61,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,2,2,"PUMKIN",2190,1,6,61,600,"N3",6,61,600,1,2,,1,,2,,,,,,,,,,2,61,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,2,3,"THREE LEAF YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,2,4,"COWPEA",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,2,5,"MELON",1090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,20,13,2,,,1,3,,0
4,1,105,2,638,10091,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,4,2,"COWPEA",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,5,1,"PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,3,41,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10091,5,2,"PLANTAIN",2170,1,6,42,3000,"N2",6,42,3000,1,2,,1,,2,,,,,,,,,,1,42,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10092,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10092,1,2,"MAIZE",1080,1,4,26,4000,"N1",4,26,4000,1,,300,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10092,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10092,2,2,"MAIZE",1080,1,5,26,4000,"N1",5,26,4000,1,,300,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10094,1,1,"CVASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10094,1,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,25,2,4,,1,3,,0
4,1,105,2,638,10094,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10094,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,25,2,4,,1,3,,0
4,1,105,2,638,10096,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10096,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10096,1,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,,2,,,,,,,,,,,0
4,1,105,2,638,10096,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10096,2,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10096,2,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4,,2,,,,,,,,,,,0
4,1,105,2,638,10096,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10097,1,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10097,1,2,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10097,1,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10097,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10097,2,2,"MAIZE",1080,1,2,21,1200,"N2",2,21,1200,1,,200,4,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10099,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
4,1,105,2,638,10099,1,2,"MAIZE",1080,1,2,31,2500,"N2",2,31,2500,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,1,,1,31,2,4,,3,1,,0
